use_tms,disp_rtm_s,asset_nm_new
4200,4200,소방서옆경찰서그리고국과수
4200,4200,소방서옆경찰서그리고국과수
4159,4200,소방서옆경찰서그리고국과수
1724,4200,소방서옆경찰서그리고국과수
4200,4200,소방서옆경찰서그리고국과수
3526,4200,소방서옆경찰서그리고국과수
637,4200,소방서옆경찰서그리고국과수
2151,2160,TV소설은희
3042,3660,가슴이뛴다
373,3780,아이두아이두
1373,3780,아이두아이두
2100,3780,아이두아이두
221,3900,연인파트1
3900,3900,연인파트1
3642,3900,연인파트1
3900,3900,연인파트1
1333,3900,연인파트1
3900,3900,연인파트1
361,3900,연인파트1
664,3900,연인파트1
3337,3900,연인파트1
1096,3900,연인파트1
647,3900,연인파트1
1740,1740,하늘의인연
1740,1740,하늘의인연
1740,1740,하늘의인연
1936,3660,일지매
3660,3660,일지매
3660,3660,일지매
3780,3780,일지매
1210,1680,금이야옥이야
1680,1680,하늘의인연
415,1680,하늘의인연
1680,1680,하늘의인연
1680,1680,하늘의인연
1680,1680,하늘의인연
3900,3900,일지매
3900,3900,일지매
2140,2160,TV소설은희
235,3840,소방서옆경찰서
694,3840,소방서옆경찰서
1740,1740,하늘의인연
709,4320,낭만닥터김사부3
1812,4320,낭만닥터김사부3
4320,4320,낭만닥터김사부3
1631,4320,낭만닥터김사부3
2159,4320,낭만닥터김사부3
1574,4320,낭만닥터김사부3
1539,4320,낭만닥터김사부3
4320,4320,낭만닥터김사부3
2814,4320,낭만닥터김사부3
2160,2160,TV소설은희
3900,3900,모범택시2
3036,3180,최강배달꾼
3180,3180,최강배달꾼
3180,3180,최강배달꾼
3180,3180,최강배달꾼
3180,3180,최강배달꾼
465,3180,최강배달꾼
3180,3180,최강배달꾼
3180,3180,최강배달꾼
206,3180,최강배달꾼
3180,3180,최강배달꾼
236,3600,야경꾼일지
3600,3600,야경꾼일지
3660,3660,조선총잡이
3840,3840,각시탈
94,3840,각시탈
1736,3840,각시탈
4380,4380,일지매
2160,2160,TV소설은희
4320,4320,낭만닥터김사부3
1442,1680,금이야옥이야
2097,2100,TV소설은희
1233,1680,금이야옥이야
1118,1680,금이야옥이야
530,1680,금이야옥이야
3540,3540,조선총잡이
485,1680,금이야옥이야
1152,1680,금이야옥이야
1676,3540,사임당빛의일기
895,3540,사임당빛의일기
662,1740,하늘의인연
1740,1740,하늘의인연
1740,1740,하늘의인연
1740,1740,하늘의인연
2158,2160,TV소설은희
1680,1680,금이야옥이야
2280,2280,오자룡이간다
1658,2220,TV소설은희
2130,2160,TV소설은희
2133,2160,TV소설은희
2160,2160,TV소설은희
687,2160,TV소설은희
1740,1740,하늘의인연
1740,1740,하늘의인연
1740,1740,하늘의인연
705,1740,하늘의인연
4200,4200,진짜가나타났다!
4200,4200,진짜가나타났다!
2423,2880,유리미인살
2559,2700,선협로맨스:옥소령
2100,2100,아적자위여해2:나의고슴도치그녀2
2640,2640,호심
2140,2640,호심
1310,1320,"부군청자중:부군님,자중하시어요"
367,1320,"부군청자중:부군님,자중하시어요"
1320,1320,"부군청자중:부군님,자중하시어요"
4380,4380,응답하라1994
2160,2160,념념무명
4033,4140,명불허전
239,4140,명불허전
3990,4140,명불허전
1050,2520,용주전기무간도
5069,6660,사랑의불시착
1040,6660,사랑의불시착
2437,2520,용주전기무간도
2520,2520,용주전기무간도
111,2700,미자무강
2556,2700,미자무강
2471,2700,연희공략:건륭황제의여인
129,2700,연희공략:건륭황제의여인
1752,2700,연희공략:건륭황제의여인
2466,2520,호심
1046,2520,호심
137,2460,전문중적진천천
2220,2460,전문중적진천천
2220,2220,군구령
2384,2700,연희공략:건륭황제의여인
1429,2580,경경아심:두근두근내마음을들어봐
917,1500,절배수심당:사랑의맛
2869,2880,유리미인살
2340,2340,교약운간월
639,2340,군구령
1371,3720,38사기동대
2754,3720,38사기동대
2327,2340,진격적황후1
1971,2460,호심
1826,2460,호심
1085,2460,호심
2150,2220,무림유협기
2220,2220,무림유협기
2700,2700,연희공략:건륭황제의여인
371,4260,경이로운소문-경이로운몰아보기
1097,4260,경이로운소문-경이로운몰아보기
505,4260,경이로운소문-경이로운몰아보기
88,4260,경이로운소문-경이로운몰아보기
618,4260,경이로운소문-경이로운몰아보기
332,4260,경이로운소문-경이로운몰아보기
732,4260,경이로운소문-경이로운몰아보기
238,4260,경이로운소문-경이로운몰아보기
3127,4260,경이로운소문-경이로운몰아보기
3594,4260,경이로운소문-경이로운몰아보기
961,4260,경이로운소문-경이로운몰아보기
132,4260,경이로운소문-경이로운몰아보기
895,5460,응답하라1988
5460,5460,응답하라1988
3014,5160,사랑의불시착
481,5160,사랑의불시착
2000,5160,사랑의불시착
2402,2880,유리미인살
2466,2640,"암련,귤생회남"
1860,1860,재하리우
3900,3900,명불허전
2542,2700,연희공략:건륭황제의여인
963,1860,아적자위여해2:나의고슴도치그녀2
762,1860,아적자위여해2:나의고슴도치그녀2
451,2400,소녀대인
1976,2400,소녀대인
2631,2640,호심
1864,2640,호심
2257,4200,명불허전
2287,4200,명불허전
4320,4320,명불허전
2370,2700,미자무강
2760,2760,유리미인살
731,2100,재하리우
990,4140,명불허전
3511,4140,명불허전
2501,2700,연희공략:건륭황제의여인
968,1560,절배수심당:사랑의맛
3656,3660,경이로운소문
3660,3660,경이로운소문
3660,3660,경이로운소문
3108,3660,경이로운소문
2271,2640,"암련,귤생회남"
152,2700,연희공략:건륭황제의여인
2387,2700,연희공략:건륭황제의여인
1697,2760,유리미인살
1096,2760,유리미인살
2820,2820,유리미인살
1966,2700,천고결진
1808,1920,재하리우
2520,2520,용주전기무간도
2700,2700,연희공략:건륭황제의여인
128,2700,연희공략:건륭황제의여인
2700,2700,연희공략:건륭황제의여인
2700,2700,삼생삼세침상서
1897,2520,이과생추입정망
820,1680,재하리우
907,1320,"부군청자중:부군님,자중하시어요"
766,1320,"부군청자중:부군님,자중하시어요"
1320,1320,"부군청자중:부군님,자중하시어요"
2520,2520,용주전기무간도
1366,1800,재하리우
2172,2640,소세가인담담장
2400,2400,아취시저반여자:그런여자또없습니다
1679,1800,재하리우
2559,2700,연희공략:건륭황제의여인
2700,2700,연희공략:건륭황제의여인
457,2460,하선생적연연불망
4920,4920,응답하라1988
2700,2700,연희공략:건륭황제의여인
2687,2700,연희공략:건륭황제의여인
4200,4200,사랑의불시착
4200,4200,사랑의불시착
5220,5220,사랑의불시착
3776,5220,사랑의불시착
2040,2040,구주천공성2
323,2700,천고결진
2341,2700,천고결진
2700,2700,천고결진
2160,2160,념념무명
1797,2160,무림유협기
2138,2160,무림유협기
2160,2160,무림유협기
764,5700,응답하라1988
263,2700,천고결진
2181,2580,호심
2587,2760,연희공략:건륭황제의여인
2141,2760,삼생삼세침상서
664,2760,삼생삼세침상서
900,2580,"암련,귤생회남"
1356,2580,"암련,귤생회남"
2340,2340,군구령
4080,4080,38사기동대
5280,5280,슬기로운감빵생활
2574,2700,연희공략:건륭황제의여인
1964,2760,유리미인살
640,2760,유리미인살
1323,2040,봉귀사시가
542,2700,"암련,귤생회남"
811,2700,"암련,귤생회남"
2340,2340,군구령
372,2760,소세가인담담장
1724,2760,소세가인담담장
2700,2700,연희공략:건륭황제의여인
2450,2700,연희공략:건륭황제의여인
1857,2640,"암련,귤생회남"
1694,1800,재하리우
1780,2700,미자무강
626,2700,미자무강
2195,2220,소세가인담담장
1338,2700,연희공략:건륭황제의여인
2560,2700,삼생삼세침상서
1141,2340,군구령
874,1800,재하리우
1303,1800,재하리우
3900,3900,명불허전
3900,3900,명불허전
2700,2700,천고결진
1860,1860,념념무명
885,2460,호심
396,4500,아라문의검
4258,4500,아라문의검
4500,4500,아라문의검
1560,1560,진격적황후1
1451,1560,진격적황후1
3456,4680,사랑의불시착
721,4680,사랑의불시착
4118,4680,사랑의불시착
2700,2700,삼생삼세침상서
2550,4020,명불허전
1551,4020,명불허전
491,2700,미자무강
2121,2700,미자무강
3680,3780,38사기동대
164,3780,38사기동대
2520,2520,용주전기무간도
1409,2460,전문중적진천천
985,2460,전문중적진천천
75,2460,전문중적진천천
405,2880,유리미인살
1450,2700,천고결진
1686,2700,천고결진
2280,2280,군구령
519,3360,어떡할래이에야스
2693,2700,연희공략:건륭황제의여인
1309,2700,연희공략:건륭황제의여인
2700,2700,삼생삼세침상서
5406,6780,응답하라1988
2371,2760,유리미인살
1298,1320,절배수심당:사랑의맛
3540,3540,38사기동대
1127,2820,유리미인살
1904,2820,유리미인살
2700,2700,천고결진
2181,2700,미자무강
1794,2640,"암련,귤생회남"
2551,2760,경경일상
749,2340,어교기지여군초상식:그대를처음만난그날
1189,1500,절배수심당:사랑의맛
2880,2880,경경일상
3775,4560,사랑의불시착
4560,4560,사랑의불시착
4440,4440,경이로운소문2:카운터펀치
254,4440,경이로운소문2:카운터펀치
4245,4440,경이로운소문2:카운터펀치
2868,4440,경이로운소문2:카운터펀치
1627,4440,경이로운소문2:카운터펀치
4440,4440,경이로운소문2:카운터펀치
1011,4440,경이로운소문2:카운터펀치
140,4440,경이로운소문2:카운터펀치
4423,4440,경이로운소문2:카운터펀치
763,2520,호심
1305,2520,호심
868,2520,호심
1702,2520,호심
555,2520,호심
2645,2700,연희공략:건륭황제의여인
645,2640,"암련,귤생회남"
1665,2640,"암련,귤생회남"
2438,2700,연희공략:건륭황제의여인
336,2400,전문중적진천천
509,2400,전문중적진천천
2880,2880,경경일상
717,2460,비도우견비도
1287,5040,사랑의불시착
1943,5040,사랑의불시착
522,2820,유리미인살
970,2820,유리미인살
1483,2820,유리미인살
2115,2580,"암련,귤생회남"
3720,3720,응답하라1994
5160,5160,응답하라1988
594,5160,응답하라1988
5101,5160,응답하라1988
2104,2160,무림유협기
2113,4200,사랑의불시착
2880,2880,유리미인살
2518,2640,"암련,귤생회남"
2054,2640,"암련,귤생회남"
562,1560,절배수심당:사랑의맛
477,2700,연희공략:건륭황제의여인
72,2700,연희공략:건륭황제의여인
2116,2700,연희공략:건륭황제의여인
62,2700,연희공략:건륭황제의여인
910,2700,연희공략:건륭황제의여인
1808,2340,군구령
2700,2700,연희공략:건륭황제의여인
2506,2700,연희공략:건륭황제의여인
108,2700,연희공략:건륭황제의여인
2342,2700,연희공략:건륭황제의여인
1922,2700,연희공략:건륭황제의여인
1774,5460,사랑의불시착
481,5460,사랑의불시착
210,5460,사랑의불시착
3670,5460,사랑의불시착
2820,2820,유리미인살
2235,2880,유리미인살
1805,2640,"암련,귤생회남"
1514,1680,절배수심당:사랑의맛
1188,2880,소세가인담담장
1411,2880,소세가인담담장
4140,4140,응답하라1994
1392,2820,유리미인살
1751,2820,유리미인살
140,2760,부도연
2308,2760,니급아적희환
2491,2700,연희공략:건륭황제의여인
317,2400,호심
2457,2700,연희공략:건륭황제의여인
1810,2820,유리미인살
1215,2820,유리미인살
1800,1800,재하리우
120,2520,용주전기무간도
2520,2520,용주전기무간도
3656,3840,명불허전
555,3840,명불허전
2426,2700,미자무강
2700,2700,천고결진
849,4440,경이로운소문2:카운터펀치
4418,4440,경이로운소문2:카운터펀치
268,4440,경이로운소문2:카운터펀치
4440,4440,경이로운소문2:카운터펀치
4440,4440,경이로운소문2:카운터펀치
4440,4440,경이로운소문2:카운터펀치
2588,4440,경이로운소문2:카운터펀치
2422,2700,미자무강
2663,2700,연희공략:건륭황제의여인
2427,2580,경경일상
2220,2220,그낭자의수상한뷰티게임
2220,2220,그낭자의수상한뷰티게임
450,2760,니급아적희환
3540,3540,38사기동대
4080,4080,38사기동대
2564,2700,연희공략:건륭황제의여인
103,2700,연희공략:건륭황제의여인
1764,2400,소녀대인
476,2400,소녀대인
277,2700,천고결진
1570,4020,경이로운소문2:카운터펀치
2130,4020,경이로운소문2:카운터펀치
1407,4020,경이로운소문2:카운터펀치
764,4020,경이로운소문2:카운터펀치
773,4020,경이로운소문2:카운터펀치
2200,2400,전문중적진천천
4896,5040,사랑의불시착
5040,5040,사랑의불시착
229,5040,사랑의불시착
478,2760,삼생삼세침상서
860,2760,삼생삼세침상서
2085,2760,삼생삼세침상서
1739,2760,계약결혼로맨스삼가야군심
1161,2640,"암련,귤생회남"
917,2640,"암련,귤생회남"
882,1740,재하리우
4560,4560,응답하라1988
4560,4560,응답하라1988
4560,4560,응답하라1988
2700,2700,연희공략:건륭황제의여인
2700,2700,천고결진
2100,2100,무림유협기
1790,2640,"암련,귤생회남"
2760,2760,니급아적희환
226,1860,재하리우
1765,1860,재하리우
508,2760,니급아적희환
807,2760,니급아적희환
2372,2700,연희공략:건륭황제의여인
2700,2700,연희공략:건륭황제의여인
2700,2700,연희공략:건륭황제의여인
1259,4920,사랑의불시착
3775,4920,사랑의불시착
2004,2820,유리미인살
2700,2700,아적반파남우
704,2520,호심
981,2700,니급아적희환
1750,2700,니급아적희환
83,1320,"부군청자중:부군님,자중하시어요"
1320,1320,"부군청자중:부군님,자중하시어요"
585,1320,"부군청자중:부군님,자중하시어요"
720,1320,"부군청자중:부군님,자중하시어요"
1320,1320,"부군청자중:부군님,자중하시어요"
4168,4320,경이로운소문2:카운터펀치
2160,4320,경이로운소문2:카운터펀치
2391,4320,경이로운소문2:카운터펀치
4302,4320,경이로운소문2:카운터펀치
2760,2760,옥골요
1558,2640,"암련,귤생회남"
1909,2760,귀로:너에게돌아가는길
176,2760,귀로:너에게돌아가는길
2760,2760,귀로:너에게돌아가는길
4766,4800,사랑의불시착
383,4800,사랑의불시착
4763,4800,사랑의불시착
1993,2820,경경일상
1185,2820,경경일상
2160,2160,아적자위여해2:나의고슴도치그녀2
1007,2220,무림유협기
2220,2220,무림유협기
4128,4140,경이로운소문2:카운터펀치
1766,4140,경이로운소문2:카운터펀치
177,4140,경이로운소문2:카운터펀치
4140,4140,경이로운소문2:카운터펀치
1936,4140,경이로운소문2:카운터펀치
1000,1560,절배수심당:사랑의맛
1475,1680,진격적황후1
1680,1680,진격적황후1
551,1860,위험량인:남장여자로맨스
1411,1860,위험량인:남장여자로맨스
1200,2700,선협로맨스:옥소령
1916,2100,아적자위여해2:나의고슴도치그녀2
362,2700,소세가인담담장
2009,2700,소세가인담담장
983,2700,소세가인담담장
2520,2520,용주전기무간도
2520,2520,용주전기무간도
2419,2820,유리미인살
843,2640,복류년
1035,2160,무림유협기
204,2160,무림유협기
1455,2160,무림유협기
4500,4500,응답하라1994
5856,5880,응답하라1988
5880,5880,응답하라1988
2471,2700,연희공략:건륭황제의여인
2760,2760,경경일상
2321,2700,미자무강
2541,2700,미자무강
2017,2640,모백수
2411,2640,"암련,귤생회남"
1440,1440,진격적황후1
1440,1440,진격적황후1
2655,2700,미자무강
567,2640,"암련,귤생회남"
828,2760,그낭자의수상한뷰티게임
3540,3540,경이로운소문
3540,3540,경이로운소문
3540,3540,경이로운소문
1540,2880,유리미인살
418,2880,유리미인살
1455,2880,유리미인살
2580,2580,투심화사
2371,2760,유리미인살
2695,2880,유리미인살
2760,2760,경경일상
2700,2700,귀로:너에게돌아가는길
4915,4980,명불허전
2390,2700,연희공략:건륭황제의여인
2415,2880,유리미인살
2321,2700,천고결진
2700,2700,천고결진
1560,1560,진격적황후1
526,1560,진격적황후1
5580,5580,슬기로운감빵생활
5580,5580,슬기로운감빵생활
2486,2700,미자무강
2156,2520,"그하늘,그바다"
2340,2340,군구령
351,2340,군구령
2340,2340,군구령
2673,2760,부도연
1328,1560,절배수심당:사랑의맛
1723,1800,재하리우
208,2760,소세가인담담장
371,2220,무림유협기
2220,2220,무림유협기
3540,3540,경이로운소문
3540,3540,경이로운소문
3540,3540,경이로운소문
1150,1380,"부군청자중:부군님,자중하시어요"
1380,1380,"부군청자중:부군님,자중하시어요"
260,1380,"부군청자중:부군님,자중하시어요"
868,1380,"부군청자중:부군님,자중하시어요"
805,1380,"부군청자중:부군님,자중하시어요"
3660,3660,38사기동대
4140,4140,명불허전
385,2700,연희공략:건륭황제의여인
2232,2700,연희공략:건륭황제의여인
2700,2700,연희공략:건륭황제의여인
2358,2820,유리미인살
2130,2880,유리미인살
810,4320,경이로운소문2:카운터펀치
4320,4320,경이로운소문2:카운터펀치
1464,4320,경이로운소문2:카운터펀치
1246,4320,경이로운소문2:카운터펀치
1127,4320,경이로운소문2:카운터펀치
2880,2880,유리미인살
2400,2400,교약운간월
502,4200,38사기동대
4041,4200,38사기동대
5160,5160,슬기로운감빵생활
521,2700,원표의영춘권
1235,2760,니급아적희환
272,2520,용주전기무간도
4680,4680,사랑의불시착
4680,4680,사랑의불시착
2330,2820,유리미인살
4380,4380,철인왕후
3760,3900,명불허전
571,3900,명불허전
458,3900,명불허전
2129,4080,경이로운소문
1616,4080,경이로운소문
592,4080,경이로운소문
1010,4080,경이로운소문
1819,4080,경이로운소문
2042,4080,경이로운소문
225,4080,경이로운소문
2445,2820,유리미인살
1073,2700,니급아적희환
144,2700,니급아적희환
1110,1260,절배수심당:사랑의맛
3330,5580,응답하라1988
5580,5580,응답하라1988
3660,3660,경이로운소문
1440,3660,경이로운소문
2617,3660,경이로운소문
3660,3660,경이로운소문
110,2400,화호월우원
2220,2280,무림유협기
2638,2700,연희공략:건륭황제의여인
2340,2340,군구령
2340,2340,군구령
489,4140,경이로운소문
1190,4140,경이로운소문
1451,4140,경이로운소문
4140,4140,경이로운소문
4140,4140,경이로운소문
1815,2640,"암련,귤생회남"
704,2400,밀레니얼스
2149,2700,호심
3960,3960,경이로운소문
3960,3960,경이로운소문
2520,2520,용주전기무간도
2501,2700,연희공략:건륭황제의여인
2113,2640,"암련,귤생회남"
1735,4140,명불허전
4140,4140,명불허전
1006,2700,천고결진
2029,2700,천고결진
1607,2700,니급아적희환
802,2700,미자무강
1570,2700,미자무강
769,2700,천고결진
2258,2700,천고결진
1468,1740,재하리우
3480,3480,38사기동대
2484,2700,연희공략:건륭황제의여인
2247,2820,유리미인살
2760,2760,경경일상
2650,2940,소세가인담담장
2470,2700,미자무강
732,2700,연희공략:건륭황제의여인
1804,2700,연희공략:건륭황제의여인
2552,2820,서검정협류삼변
2013,2640,호심
1086,1320,절배수심당:사랑의맛
426,1380,절배수심당:사랑의맛
4620,5220,슬기로운감빵생활
2820,2820,유리미인살
2100,2100,아적자위여해2:나의고슴도치그녀2
2135,2160,무림유협기
2046,2160,무림유협기
1850,2340,군구령
2340,2340,군구령
811,2340,군구령
2340,2340,군구령
273,2340,군구령
2214,2760,니급아적희환
128,2760,니급아적희환
751,2520,호심
2045,2520,호심
5340,5340,응답하라1994
78,1440,스프레드시트
2700,2700,천고결진
2700,2700,천고결진
2040,2040,하선생적연연불망
1202,1320,절배수심당:사랑의맛
430,2640,"암련,귤생회남"
97,2640,"암련,귤생회남"
1515,2640,"암련,귤생회남"
2760,2760,옥골요
4140,4140,명불허전
2700,2700,연희공략:건륭황제의여인
418,2700,연희공략:건륭황제의여인
2756,2820,유리미인살
222,2700,미자무강
1362,2280,호심
2280,2280,호심
3565,4200,경이로운소문2:카운터펀치
2485,2700,미자무강
186,2040,봉귀사시가
2462,2700,연희공략:건륭황제의여인
3706,5760,사랑의불시착
5164,5760,사랑의불시착
5760,5760,사랑의불시착
2536,5760,사랑의불시착
2101,5760,사랑의불시착
96,2280,군구령
2272,3720,경이로운소문2:카운터펀치
3704,3720,경이로운소문2:카운터펀치
1940,3720,경이로운소문2:카운터펀치
3780,3780,38사기동대
2355,2820,유리미인살
2279,2280,군구령
2084,2280,군구령
1325,2760,니급아적희환
1531,2760,니급아적희환
2477,2700,연희공략:건륭황제의여인
1800,1800,재하리우
319,2220,무림유협기
2220,2220,무림유협기
2700,2700,삼생삼세침상서
2785,2820,유리미인살
1683,2400,아취시저반여자:그런여자또없습니다
2700,2700,연희공략:건륭황제의여인
2700,2700,연희공략:건륭황제의여인
2326,2760,선협로맨스:옥소령
1761,2340,호심
2340,2340,호심
1146,2820,유리미인살
897,2820,유리미인살
1214,2820,유리미인살
2087,2640,"암련,귤생회남"
1110,2760,니급아적희환
661,2760,니급아적희환
2622,2760,니급아적희환
925,2640,"암련,귤생회남"
2580,2580,호심
1847,2640,호심
1135,2640,호심
1609,2640,호심
2760,2760,옥골요
2400,2700,미자무강
1970,2400,군구령
787,2820,연성결
1077,2340,호심
1832,1920,재하리우
1366,1800,재하리우
558,900,여름하늘
2252,2640,"암련,귤생회남"
1320,1320,"부군청자중:부군님,자중하시어요"
1320,1320,"부군청자중:부군님,자중하시어요"
2422,2700,연희공략:건륭황제의여인
593,2640,"암련,귤생회남"
1409,2640,"암련,귤생회남"
2415,2700,연희공략:건륭황제의여인
1753,2640,"암련,귤생회남"
113,2520,호심
3600,3600,38사기동대
2415,2820,유리미인살
2160,2160,무림유협기
2110,2160,무림유협기
2147,2160,무림유협기
2160,2160,무림유협기
1015,2160,무림유협기
1233,2160,무림유협기
1016,2580,호심
393,1800,재하리우
1850,2640,"암련,귤생회남"
3142,5640,슬기로운감빵생활
2528,5640,슬기로운감빵생활
1499,1980,구주천공성2
784,1260,절배수심당:사랑의맛
4580,5340,응답하라1988
5340,5340,응답하라1988
1524,2400,벽혈검1985
2520,2520,념념무명
811,2460,호심
1935,2700,니급아적희환
2520,2520,용주전기무간도
4080,4080,38사기동대
346,4080,38사기동대
2257,2700,유리미인살
1986,2040,무림유협기
1323,2040,무림유협기
2192,2700,미자무강
603,2700,미자무강
2756,2880,유리미인살
2201,2760,니급아적희환
2868,4920,응답하라1994
2578,2700,연희공략:건륭황제의여인
2535,2640,"암련,귤생회남"
3720,3720,응답하라1994
253,2700,미자무강
2161,2700,미자무강
1686,2640,"암련,귤생회남"
1740,1740,재하리우
1206,2400,소녀대인
588,2700,연희공략:건륭황제의여인
908,2700,연희공략:건륭황제의여인
1590,2700,연희공략:건륭황제의여인
2432,2700,연희공략:건륭황제의여인
2053,2700,천고결진
1159,2520,호심
1701,5460,슬기로운감빵생활
3835,5460,슬기로운감빵생활
2700,2700,연희공략:건륭황제의여인
299,2700,연희공략:건륭황제의여인
2515,2700,연희공략:건륭황제의여인
1646,2760,유리미인살
965,2760,유리미인살
2500,2880,유리미인살
1246,1740,재하리우
1452,2220,무림유협기
885,2220,무림유협기
1781,2040,봉귀사시가
4020,4020,경이로운소문2:카운터펀치
2813,4020,경이로운소문2:카운터펀치
2520,2520,용주전기무간도
2313,2880,유리미인살
1755,2400,벽혈검1985
4440,4440,38사기동대
1984,2760,삼생삼세침상서
1085,2760,삼생삼세침상서
2602,2700,연희공략:건륭황제의여인
2770,2880,유리미인살
2759,2880,유리미인살
2580,2580,아적반파남우
165,1860,재하리우
1860,1860,재하리우
2568,2700,연희공략:건륭황제의여인
2700,2700,연희공략:건륭황제의여인
2360,2760,삼생삼세침상서
1000,2700,호심
2274,2700,연희공략:건륭황제의여인
2666,2760,삼생삼세침상서
2132,2640,"암련,귤생회남"
1018,2700,천고결진
2041,2700,천고결진
1916,2340,군구령
2100,2100,무림유협기
2100,2100,무림유협기
1706,2100,무림유협기
961,1860,재하리우
1527,2400,벽혈검1985
955,1800,절배수심당:사랑의맛
1701,1860,재하리우
82,1860,재하리우
3660,3660,38사기동대
1714,2640,"암련,귤생회남"
2460,2460,아취시저반여자:그런여자또없습니다
2643,2820,유리미인살
2880,2880,유리미인살
1551,2700,삼생삼세침상서
1930,2820,유리미인살
834,2820,유리미인살
2369,2580,"암련,귤생회남"
3026,5400,응답하라1988
5400,5400,응답하라1988
5400,5400,응답하라1988
2220,2220,무림유협기
2063,2220,무림유협기
6120,6120,슬기로운감빵생활
2760,2760,유리미인살
2700,2700,호심
1482,2700,호심
5640,5640,응답하라1988
5640,5640,응답하라1988
2762,5280,사랑의불시착
5280,5280,사랑의불시착
3681,5280,사랑의불시착
625,2460,전문중적진천천
1810,2460,전문중적진천천
2820,2820,유리미인살
2100,2100,위니역광이래:어둠을밝혀줘
2510,2760,연희공략:건륭황제의여인
1943,2640,원표의영춘권
167,1740,재하리우
236,1740,재하리우
1752,2700,니급아적희환
235,2460,전문중적진천천
2245,2460,전문중적진천천
1062,2160,무림유협기
2160,2160,무림유협기
2353,2820,유리미인살
2424,2880,유리미인살
2317,2700,천고결진
2095,2880,연성결
1320,1320,"부군청자중:부군님,자중하시어요"
1292,1320,"부군청자중:부군님,자중하시어요"
640,1320,"부군청자중:부군님,자중하시어요"
1037,1320,"부군청자중:부군님,자중하시어요"
742,2760,연희공략:건륭황제의여인
2517,2760,연희공략:건륭황제의여인
2760,2760,연희공략:건륭황제의여인
2606,2820,삼생삼세침상서
1742,2280,군구령
2700,2700,삼생삼세침상서
2700,2700,옥골요
4500,4500,응답하라1994
677,2700,연희공략:건륭황제의여인
2700,2700,연희공략:건륭황제의여인
2700,2700,연희공략:건륭황제의여인
2417,2760,유리미인살
2269,2700,천고결진
132,2700,천고결진
2700,2700,천고결진
233,1860,삼생연기시청환
2820,2820,유리미인살
2455,2820,유리미인살
2281,2700,선협로맨스:옥소령
2582,2700,연희공략:건륭황제의여인
2476,2880,유리미인살
3960,3960,응답하라1994
2336,2700,미자무강
2058,2400,벽혈검1985
435,2880,소세가인담담장
1262,2760,삼생삼세침상서
844,2760,삼생삼세침상서
1071,1860,념념무명
1121,1860,념념무명
2400,2400,교약운간월
2700,2700,연희공략:건륭황제의여인
2700,2700,연희공략:건륭황제의여인
2478,2700,연희공략:건륭황제의여인
2700,2700,삼생삼세침상서
2033,2460,전문중적진천천
716,2460,전문중적진천천
1729,2640,"암련,귤생회남"
765,2220,군구령
2220,2220,군구령
2146,2700,천고결진
912,2700,천고결진
1140,1500,절배수심당:사랑의맛
1387,2760,유리미인살
1730,2760,유리미인살
2667,2820,유리미인살
2521,2820,유리미인살
2407,2760,유리미인살
1440,1440,"부군청자중:부군님,자중하시어요"
1440,1440,"부군청자중:부군님,자중하시어요"
2520,2520,용주전기무간도
2009,5280,응답하라1988
3058,5280,응답하라1988
5187,5280,응답하라1988
1201,2700,천고결진
3840,3840,경이로운소문
3633,3840,경이로운소문
3700,3840,경이로운소문
761,3840,경이로운소문
1123,3840,경이로운소문
3684,3840,경이로운소문
1464,2220,무림유협기
2220,2220,무림유협기
2520,2520,호심
2309,2700,연희공략:건륭황제의여인
1020,2460,전문중적진천천
1427,2460,전문중적진천천
514,1800,진격적황후1
1800,1800,진격적황후1
1231,1800,진격적황후1
2350,2700,미자무강
2336,2700,연희공략:건륭황제의여인
794,2040,념념무명
1168,1560,절배수심당:사랑의맛
2416,2880,유리미인살
1569,2640,"암련,귤생회남"
1362,2400,호심
2160,2160,무림유협기
1800,1800,재하리우
3840,3840,38사기동대
1856,5040,응답하라1988
2403,5040,응답하라1988
1522,5040,응답하라1988
5040,5040,응답하라1988
2219,5100,사랑의불시착
3208,5100,사랑의불시착
451,2460,전문중적진천천
4260,4260,경이로운소문2:카운터펀치
4239,4260,경이로운소문2:카운터펀치
2250,4260,경이로운소문2:카운터펀치
2443,4260,경이로운소문2:카운터펀치
2700,2700,삼생삼세침상서
2266,2700,유리미인살
2409,2700,천고결진
2700,2700,천고결진
2700,2700,연희공략:건륭황제의여인
2610,2700,미자무강
2700,2700,연희공략:건륭황제의여인
1312,1500,절배수심당:사랑의맛
3600,3600,38사기동대
2669,2700,삼생삼세침상서
1501,2640,"암련,귤생회남"
1231,2340,군구령
5760,5760,슬기로운감빵생활
5820,5820,슬기로운감빵생활
5700,5700,슬기로운감빵생활
1162,5700,슬기로운감빵생활
3966,4080,철인왕후
3634,3660,경이로운소문2:카운터펀치
4140,4140,명불허전
2612,2760,연희공략:건륭황제의여인
2280,2280,군구령
2280,2280,군구령
1846,2280,군구령
1530,2280,군구령
5700,5700,슬기로운감빵생활
2682,2700,연희공략:건륭황제의여인
2051,2640,"암련,귤생회남"
216,2640,"암련,귤생회남"
2411,2700,연희공략:건륭황제의여인
2760,2760,삼생삼세침상서
2344,2700,천고결진
1739,2700,천고결진
2160,2160,무림유협기
433,2160,무림유협기
